"Crowdsourced data on dried cannabis prices, use, and consumption",,,,,,,,
"The application was launched January 25, 2018. Data are being collected continuously and will be made available as new information comes in.",,,,,,,,
Submission Date,Price,Quantity (grams),Quality,City (Census subdivision),Province,Primary Reason,Usage,Average Monthly Consumption (grams)
31/01/2018,5,1,High,Ottawa,ON,Use recreationally,A few times per month,3
31/01/2018,6,1,High,Ottawa,ON,Use recreationally,A few times per month,3
31/01/2018,10,1,High,Ottawa,ON,Use recreationally,A few times per month,3
31/01/2018,7.714285714,3.5,Medium,Ottawa,ON,Medicate with a medical document,A few times a year,5
31/01/2018,10,1,Medium,Ottawa,ON,Medicate without a medical document,A few times a year,0.01
31/01/2018,10,1,Medium,Ottawa,ON,Medicate without a medical document,A few times a year,5
31/01/2018,10,1,Low,Ottawa,ON,Use recreationally,A few times a year,5
31/01/2018,8.571428571,7,Low,Ottawa,ON,Use recreationally,A few times a year,5
31/01/2018,8.571428571,7,Medium,Ottawa,ON,Use recreationally,A few times a year,1
31/01/2018,6,1,Medium,Ottawa,ON,Use recreationally,A few times a year,5
31/01/2018,10,1,Medium,Ottawa,ON,Use recreationally,A few times a year,5
31/01/2018,7,1,Medium,Ottawa,ON,Use recreationally,A few times a year,5
31/01/2018,6,1,Medium,Ottawa,ON,Use recreationally,A few times a year,5
31/01/2018,5,1,Medium,Ottawa,ON,Use recreationally,A few times a year,5
31/01/2018,14,1,Medium,Ottawa,ON,Use recreationally,A few times a year,0.2
31/01/2018,2.857142857,3.5,Medium,Ottawa,ON,Use recreationally,A few times a year,5
31/01/2018,10,1,Medium,Ottawa,ON,Use recreationally,A few times a year,5
31/01/2018,10,1,Medium,Ottawa,ON,Use recreationally,A few times a year,5
31/01/2018,5.357142857,28,High,Ottawa,ON,Use recreationally,A few times a year,5
31/01/2018,8,5,High,Ottawa,ON,Use recreationally,A few times a year,5
31/01/2018,4.285714286,3.5,High,Ottawa,ON,Use recreationally,A few times a year,5
31/01/2018,5,1,High,Ottawa,ON,Use recreationally,A few times a year,5
31/01/2018,5,1,High,Ottawa,ON,Use recreationally,A few times a year,5
31/01/2018,5,1,High,Ottawa,ON,Use recreationally,A few times a year,0
31/01/2018,8,1,High,Ottawa,ON,Use recreationally,A few times a year,5
31/01/2018,7.142857143,7,High,Brockville,ON,Medicate without a medical document,A few times per week,2
31/01/2018,5,1,High,Brockville,ON,Medicate without a medical document,A few times a year,5
31/01/2018,10,1,Low,Perth,ON,Use recreationally,A few times a year,5
31/01/2018,5.951333333,60,Medium,Beckwith,ON,Medicate with a medical document,Daily,50
31/01/2018,5,1,Medium,Kingston,ON,Medicate without a medical document,,0
31/01/2018,5,1,High,Kingston,ON,Medicate without a medical document,,0
31/01/2018,3.571428571,28,High,Kingston,ON,Medicate without a medical document,,0
31/01/2018,5,1,Medium,Kingston,ON,Use recreationally,,0
31/01/2018,7.142857143,7,Medium,Kingston,ON,Use recreationally,,0
31/01/2018,7.142857143,3.5,Medium,Kingston,ON,Use recreationally,,0
31/01/2018,7.142857143,14,Medium,Kingston,ON,Use recreationally,,0
31/01/2018,5,1,High,Kingston,ON,Use recreationally,,0
31/01/2018,5,1,High,Kingston,ON,Use recreationally,,0
31/01/2018,5,1,High,Kingston,ON,Use recreationally,,0
31/01/2018,3,1,High,Kingston,ON,Medicate with a medical document,Daily,180
31/01/2018,6,1,High,Kingston,ON,Medicate with a medical document,Daily,1
31/01/2018,5,1,Medium,Kingston,ON,Medicate without a medical document,Daily,1
31/01/2018,2.678571429,28,Medium,Kingston,ON,Medicate without a medical document,Daily,112
31/01/2018,5.714285714,7,Medium,Kingston,ON,Medicate without a medical document,Daily,1
31/01/2018,7.142857143,28,High,Kingston,ON,Medicate without a medical document,Daily,0
31/01/2018,4.464285714,28,High,Kingston,ON,Medicate without a medical document,Daily,35
31/01/2018,5.714285714,7,High,Kingston,ON,Medicate without a medical document,Daily,1
31/01/2018,5,1,High,Kingston,ON,Medicate without a medical document,Daily,1
31/01/2018,5.714285714,28,Medium,Kingston,ON,Use recreationally,Daily,60
31/01/2018,7.142857143,28,High,Kingston,ON,Use recreationally,Daily,1
31/01/2018,10,7,High,Kingston,ON,Use recreationally,Daily,35
31/01/2018,5,1,High,Kingston,ON,Use recreationally,Daily,1
31/01/2018,2,1,High,Kingston,ON,Use recreationally,Daily,1
31/01/2018,3.214285714,28,High,Kingston,ON,Use recreationally,Daily,1
31/01/2018,5,1,High,Kingston,ON,Use recreationally,Daily,1
31/01/2018,5.357142857,28,High,Kingston,ON,Use recreationally,Daily,35
31/01/2018,12,1,Medium,Kingston,ON,Medicate without a medical document,A few times per week,2
31/01/2018,5,1,High,Kingston,ON,Medicate without a medical document,A few times per week,2
31/01/2018,3.928571429,28,High,Kingston,ON,Medicate without a medical document,A few times per week,2
31/01/2018,4.05,28,Medium,Kingston,ON,Use recreationally,A few times per week,2
31/01/2018,5.714285714,7,Medium,Kingston,ON,Use recreationally,A few times per week,2
31/01/2018,5.714285714,7,Medium,Kingston,ON,Medicate without a medical document,A few times per month,3
31/01/2018,5,1,Medium,Kingston,ON,Use recreationally,A few times per month,3
31/01/2018,5,1,Medium,Kingston,ON,Use recreationally,A few times per month,3
31/01/2018,5,1,Medium,Kingston,ON,Use recreationally,A few times per month,3
31/01/2018,8,1,Medium,Kingston,ON,Use recreationally,A few times per month,3
31/01/2018,5,1,Medium,Kingston,ON,Medicate without a medical document,A few times a year,5
31/01/2018,5,1,Medium,Kingston,ON,Medicate without a medical document,A few times a year,0
31/01/2018,5,1,Medium,Kingston,ON,Use recreationally,A few times a year,5
31/01/2018,3.571428571,7,Medium,Kingston,ON,Use recreationally,A few times a year,0.2
31/01/2018,5,1,Medium,Kingston,ON,Use recreationally,A few times a year,5
31/01/2018,7.142857143,7,Medium,Tyendinaga,ON,Medicate with a medical document,Daily,1
31/01/2018,7.142857143,7,Medium,Tyendinaga Mohawk Territory,ON,Medicate without a medical document,Daily,1
31/01/2018,8,1,Medium,Tyendinaga Mohawk Territory,ON,Use recreationally,A few times per week,2
31/01/2018,5,1,Medium,Belleville,ON,Medicate without a medical document,,0
31/01/2018,8.571428571,3.5,High,Belleville,ON,Use recreationally,,0
31/01/2018,3.535714286,28,Medium,Belleville,ON,Medicate with a medical document,Daily,1
31/01/2018,7.142857143,7,High,Belleville,ON,Medicate without a medical document,Daily,0
31/01/2018,7.857142857,7,High,Belleville,ON,Use recreationally,A few times per month,3
31/01/2018,3.571428571,28,Medium,Brighton,ON,Use recreationally,Daily,1
31/01/2018,10,3.5,High,Hamilton,ON,Use recreationally,A few times per month,3
31/01/2018,5.357142857,28,Medium,Port Hope,ON,Medicate without a medical document,Daily,1
31/01/2018,5,1,Medium,Cobourg,ON,Use recreationally,,0
31/01/2018,6.428571429,28,,Cobourg,ON,Medicate without a medical document,Daily,56
31/01/2018,10,1,Medium,Peterborough,ON,Use recreationally,,0
31/01/2018,5,1,High,Peterborough,ON,Medicate without a medical document,Daily,1
31/01/2018,8.571428571,3.5,High,Peterborough,ON,Medicate without a medical document,Daily,1
31/01/2018,11.42857143,3.5,Medium,Peterborough,ON,Use recreationally,Daily,1
31/01/2018,5.357142857,28,High,Peterborough,ON,Use recreationally,Daily,1
31/01/2018,10,1,High,Peterborough,ON,Medicate without a medical document,A few times per week,2
31/01/2018,5.714285714,7,High,Peterborough,ON,Use recreationally,A few times a year,5
31/01/2018,10,1,Medium,Kawartha Lakes,ON,Medicate without a medical document,Daily,1
31/01/2018,5,1,Medium,Kawartha Lakes,ON,Medicate without a medical document,A few times per week,2
31/01/2018,7.142857143,3.5,High,Pickering,ON,Medicate without a medical document,,0
31/01/2018,7.142857143,14,Medium,Pickering,ON,Use recreationally,Daily,56
31/01/2018,5.714285714,3.5,High,Ajax,ON,Use recreationally,Daily,1
31/01/2018,8.571428571,7,High,Ajax,ON,Use recreationally,Daily,1
31/01/2018,7.857142857,14,High,Ajax,ON,Use recreationally,Daily,1
31/01/2018,7.857142857,14,Medium,Ajax,ON,Use recreationally,A few times per week,2
31/01/2018,6.428571429,28,High,Ajax,ON,Use recreationally,A few times per week,2
31/01/2018,3.571428571,14,High,Whitby,ON,Medicate without a medical document,,0
31/01/2018,3.571428571,28,High,Whitby,ON,Medicate without a medical document,Daily,1
31/01/2018,8.571428571,3.5,High,Whitby,ON,Medicate without a medical document,Daily,1
31/01/2018,7.272727273,5.5,Medium,Whitby,ON,Use recreationally,Daily,20
31/01/2018,7.142857143,7,High,Whitby,ON,Use recreationally,A few times per week,2
31/01/2018,5.714285714,28,Medium,Oshawa,ON,Medicate without a medical document,,0
31/01/2018,12,1,High,Oshawa,ON,Medicate with a medical document,Daily,1
31/01/2018,5.357142857,28,High,Oshawa,ON,Medicate without a medical document,Daily,1
31/01/2018,7.142857143,28,High,Oshawa,ON,Medicate without a medical document,Daily,120
31/01/2018,7.857142857,14,Medium,Oshawa,ON,Use recreationally,Daily,1
31/01/2018,7.142857143,14,Medium,Oshawa,ON,Use recreationally,Daily,1
31/01/2018,5.357142857,28,Medium,Oshawa,ON,Use recreationally,Daily,42
31/01/2018,5.535714286,28,Medium,Oshawa,ON,Use recreationally,Daily,1
31/01/2018,4.285714286,28,High,Oshawa,ON,Use recreationally,Daily,56
31/01/2018,8.571428571,7,High,Oshawa,ON,Use recreationally,Daily,1
31/01/2018,8.571428571,7,High,Oshawa,ON,Use recreationally,Daily,1
31/01/2018,6.428571429,28,High,Oshawa,ON,Use recreationally,Daily,1
31/01/2018,6.428571429,28,High,Oshawa,ON,Use recreationally,Daily,1
31/01/2018,10,2,Medium,Oshawa,ON,Medicate without a medical document,A few times a year,5
31/01/2018,6.428571429,28,Medium,Clarington,ON,Use recreationally,,0
31/01/2018,5,1,Medium,Vaughan,ON,Use recreationally,,0
31/01/2018,5.357142857,28,High,Vaughan,ON,Medicate without a medical document,A few times per week,2
31/01/2018,7.142857143,7,High,Markham,ON,Use recreationally,Daily,1
31/01/2018,4.285714286,28,High,Markham,ON,Use recreationally,Daily,1
31/01/2018,6.5,1,Medium,Markham,ON,Medicate with a medical document,A few times per week,2
31/01/2018,10,1,High,Richmond Hill,ON,Use recreationally,A few times a year,5
31/01/2018,5,28,High,Newmarket,ON,Medicate with a medical document,Daily,150
31/01/2018,6.428571429,28,High,Newmarket,ON,Medicate without a medical document,Daily,1
31/01/2018,3.303964758,454,High,Newmarket,ON,Use recreationally,Daily,56
31/01/2018,10,1,Medium,Newmarket,ON,Use recreationally,A few times a year,0.025
31/01/2018,6.428571429,28,Medium,Georgina,ON,Use recreationally,Daily,1
31/01/2018,5,1,Medium,Toronto,ON,Medicate with a medical document,,0
31/01/2018,2.857142857,3.5,High,Toronto,ON,Medicate with a medical document,,0
31/01/2018,8.571428571,3.5,High,Toronto,ON,Medicate with a medical document,,0
31/01/2018,3.571428571,28,High,Toronto,ON,Medicate with a medical document,,0
31/01/2018,3.571428571,28,High,Toronto,ON,Medicate with a medical document,,0
31/01/2018,11.82428571,28,Medium,Toronto,ON,Medicate without a medical document,,0
31/01/2018,17.14285714,3.5,Medium,Toronto,ON,Medicate without a medical document,,0
31/01/2018,10,1,Medium,Toronto,ON,Medicate without a medical document,,0
31/01/2018,10,1,Medium,Toronto,ON,Medicate without a medical document,,0
31/01/2018,5.357142857,14,Medium,Toronto,ON,Medicate without a medical document,,0
31/01/2018,2.5,4,Medium,Toronto,ON,Medicate without a medical document,,0
31/01/2018,5,1,Medium,Toronto,ON,Medicate without a medical document,,0
31/01/2018,3.178571429,28,Medium,Toronto,ON,Medicate without a medical document,,0
31/01/2018,5,1,Medium,Toronto,ON,Medicate without a medical document,,0
31/01/2018,10.71428571,28,High,Toronto,ON,Medicate without a medical document,,0
31/01/2018,14,1,High,Toronto,ON,Medicate without a medical document,,0
31/01/2018,6,1,High,Toronto,ON,Medicate without a medical document,,0
31/01/2018,5,1,High,Toronto,ON,Medicate without a medical document,,0
31/01/2018,4.285714286,7,High,Toronto,ON,Medicate without a medical document,,0
31/01/2018,5,1,High,Toronto,ON,Medicate without a medical document,,0
31/01/2018,10,7,High,Toronto,ON,Medicate without a medical document,,0
31/01/2018,2.5,28,High,Toronto,ON,Medicate without a medical document,,0
31/01/2018,5,1,High,Toronto,ON,Medicate without a medical document,,0
31/01/2018,5,1,High,Toronto,ON,Medicate without a medical document,,0
31/01/2018,3.535714286,28,Low,Toronto,ON,Use recreationally,,0
31/01/2018,5.714285714,3.5,Medium,Toronto,ON,Use recreationally,,0
31/01/2018,8.571428571,3.5,Medium,Toronto,ON,Use recreationally,,0
31/01/2018,11,1,Medium,Toronto,ON,Use recreationally,,0
31/01/2018,10,1,Medium,Toronto,ON,Use recreationally,,0
31/01/2018,10,1,Medium,Toronto,ON,Use recreationally,,0
31/01/2018,5,1,Medium,Toronto,ON,Use recreationally,,0
31/01/2018,5,1,Medium,Toronto,ON,Use recreationally,,0
31/01/2018,5,1,Medium,Toronto,ON,Use recreationally,,0
31/01/2018,5,1,Medium,Toronto,ON,Use recreationally,,0
31/01/2018,10,1,Medium,Toronto,ON,Use recreationally,,0
31/01/2018,3.571428571,28,Medium,Toronto,ON,Use recreationally,,0
31/01/2018,4.285714286,28,Medium,Toronto,ON,Use recreationally,,0
31/01/2018,10,1,Medium,Toronto,ON,Use recreationally,,0
31/01/2018,8.571428571,28,High,Toronto,ON,Use recreationally,,0
31/01/2018,8.571428571,3.5,High,Toronto,ON,Use recreationally,,0
31/01/2018,5,7,High,Toronto,ON,Use recreationally,,0
31/01/2018,5,1,High,Toronto,ON,Use recreationally,,0
31/01/2018,8.571428571,28,High,Toronto,ON,Use recreationally,,0
31/01/2018,11,1,High,Toronto,ON,Use recreationally,,0
31/01/2018,8,1,High,Toronto,ON,Use recreationally,,0
31/01/2018,8,1,High,Toronto,ON,Use recreationally,,0
31/01/2018,12,1,High,Toronto,ON,Use recreationally,,0
31/01/2018,7.857142857,28,High,Toronto,ON,Use recreationally,,0
31/01/2018,4.857142857,3.5,High,Toronto,ON,Use recreationally,,0
31/01/2018,10,1,High,Toronto,ON,Use recreationally,,0
31/01/2018,8,1,High,Toronto,ON,Use recreationally,,0
31/01/2018,5,1,High,Toronto,ON,Use recreationally,,0
31/01/2018,5,1,High,Toronto,ON,Use recreationally,,0
31/01/2018,3.5,1,High,Toronto,ON,Use recreationally,,0
31/01/2018,5,1,High,Toronto,ON,Use recreationally,,0
31/01/2018,5,1,High,Toronto,ON,Use recreationally,,0
31/01/2018,4.285714286,28,High,Toronto,ON,Use recreationally,,0
31/01/2018,10,2,High,Toronto,ON,Use recreationally,,0
31/01/2018,8.571428571,7,High,Toronto,ON,Use recreationally,,0
31/01/2018,6.428571429,28,High,Toronto,ON,Use recreationally,,0
31/01/2018,5.714285714,28,High,Toronto,ON,Use recreationally,,0
31/01/2018,4,1,High,Toronto,ON,Use recreationally,,0
31/01/2018,5.714285714,28,High,Toronto,ON,Use recreationally,,0
31/01/2018,11.42857143,7,High,Toronto,ON,Use recreationally,,0
31/01/2018,5,1,Medium,Toronto,ON,Medicate with a medical document,Daily,1
31/01/2018,4.6,1,Medium,Toronto,ON,Medicate with a medical document,Daily,1
31/01/2018,8.571428571,7,Medium,Toronto,ON,Medicate with a medical document,Daily,1
31/01/2018,12,1,High,Toronto,ON,Medicate with a medical document,Daily,1
31/01/2018,6.94,1,High,Toronto,ON,Medicate with a medical document,Daily,1
31/01/2018,5.357142857,28,High,Toronto,ON,Medicate with a medical document,Daily,1
31/01/2018,7.142857143,3.5,High,Toronto,ON,Medicate with a medical document,Daily,1
31/01/2018,12.5,28,High,Toronto,ON,Medicate with a medical document,Daily,1
31/01/2018,10,1,High,Toronto,ON,Medicate with a medical document,Daily,1
31/01/2018,16.95,20,High,Toronto,ON,Medicate with a medical document,Daily,60
31/01/2018,5,1,High,Toronto,ON,Medicate with a medical document,Daily,1
31/01/2018,7.142857143,28,High,Toronto,ON,Medicate with a medical document,Daily,1
31/01/2018,8.571428571,3.5,High,Toronto,ON,Medicate with a medical document,Daily,1
31/01/2018,5.714285714,28,High,Toronto,ON,Medicate with a medical document,Daily,112
31/01/2018,6,1,High,Toronto,ON,Medicate with a medical document,Daily,1
31/01/2018,5.714285714,28,High,Toronto,ON,Medicate with a medical document,Daily,1
31/01/2018,5.714285714,28,High,Toronto,ON,Medicate with a medical document,Daily,56
31/01/2018,5.357142857,28,High,Toronto,ON,Medicate with a medical document,Daily,1
31/01/2018,8.571428571,3.5,High,Toronto,ON,Medicate with a medical document,Daily,1
31/01/2018,5,28,High,Toronto,ON,Medicate with a medical document,Daily,112
31/01/2018,8.571428571,7,High,Toronto,ON,Medicate with a medical document,Daily,1
31/01/2018,3,1,High,Toronto,ON,Medicate with a medical document,Daily,1
31/01/2018,7.857142857,14,High,Toronto,ON,Medicate with a medical document,Daily,1
31/01/2018,10,10,High,Toronto,ON,Medicate with a medical document,Daily,1
31/01/2018,5.5,1,High,Toronto,ON,Medicate with a medical document,Daily,120
31/01/2018,5,4,High,Toronto,ON,Medicate with a medical document,Daily,1
31/01/2018,6.607142857,28,,Toronto,ON,Medicate without a medical document,Daily,1
31/01/2018,5.714285714,28,,Toronto,ON,Medicate without a medical document,Daily,1
31/01/2018,10,1,Low,Toronto,ON,Medicate without a medical document,Daily,1
31/01/2018,4.285714286,28,Low,Toronto,ON,Medicate without a medical document,Daily,60
31/01/2018,5.714285714,7,Medium,Toronto,ON,Medicate without a medical document,Daily,1
31/01/2018,2,1,Medium,Toronto,ON,Medicate without a medical document,Daily,1
31/01/2018,4.285714286,28,Medium,Toronto,ON,Medicate without a medical document,Daily,1
31/01/2018,8,1,Medium,Toronto,ON,Medicate without a medical document,Daily,1
31/01/2018,8.125,8,Medium,Toronto,ON,Medicate without a medical document,Daily,1
31/01/2018,4.285714286,7,Medium,Toronto,ON,Medicate without a medical document,Daily,1
31/01/2018,5.178571429,28,Medium,Toronto,ON,Medicate without a medical document,Daily,1
31/01/2018,7,1,Medium,Toronto,ON,Medicate without a medical document,Daily,1
31/01/2018,8.571428571,7,Medium,Toronto,ON,Medicate without a medical document,Daily,1
31/01/2018,5.357142857,28,Medium,Toronto,ON,Medicate without a medical document,Daily,1
